t	dur	midi	note
672	48	66
816	144	61
768	48	64
720	48	66
960	48	66
1008	48	66
1104	144	64
1392	48	66
1440	48	66
1584	144	61
1536	48	64
1488	48	66
1728	48	66
1776	48	69
2064	48	66
2016	48	68
1968	48	69
1872	96	71
2352	48	66
2448	48	66
2496	48	73
2592	48	71
2736	48	62
2688	48	66
2832	48	61
