t	dur	midi	note
576	48	69
720	48	71
960	48	73
1104	48	71
1344	48	69
1488	48	71
1728	48	73
1872	48	76
2112	48	78
2256	48	76
2496	48	73
2640	48	76
2880	48	69
3024	48	71
3264	48	73
3408	48	71
