t	dur	midi	note
192	48	66
336	48	68
576	48	69
720	48	68
960	48	66
1104	48	68
1344	48	69
1488	48	68
1728	48	66
1872	48	68
2112	48	69
2256	48	68
2496	48	66
2640	48	68
2880	48	69
3024	48	68
